months_as_customer,age,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,_c39,claim_to_premium_ratio,policy_csl_limit
308,47,2,1000,1013.61,6000000,0,0,2,12,3,45700,-41400,1,1,1,4,1,6,7,1,0,1,1,1,5590,860,860,3870,11,19,2002,0,,5.509506115650348,100
284,48,0,500,958.3,0,0,6,6,8,0,47900,0,0,2,0,1,1,1,19,3,0,0,0,0,46860,8520,8520,29820,13,28,1998,0,,48.84811841968102,500
108,31,1,2000,1112.04,6000000,0,6,7,0,3,52800,-54300,1,1,1,4,4,0,5,1,0,1,3,0,4290,780,780,2730,13,28,1998,0,,3.854308919715374,250
421,57,1,2000,1206.26,0,0,0,1,3,3,69900,0,0,0,1,3,0,0,22,3,1,0,0,0,78500,15700,7850,54950,1,4,2015,0,,65.02327584778756,250
266,42,0,1000,763.67,0,1,0,9,12,3,12800,-49700,2,2,2,3,4,4,12,1,1,1,3,1,70830,7870,7870,55090,7,17,2005,0,,92.62819255365059,500
412,56,0,500,1042.56,0,1,2,5,19,3,0,-66100,0,0,2,3,4,6,19,3,0,0,2,0,68040,15120,7560,45360,11,15,1997,0,,65.19989267507378,250
31,32,0,2000,1263.48,4000000,0,3,7,10,5,46800,-87300,2,2,0,1,6,2,10,1,0,2,0,0,63600,5300,10600,47700,1,5,1997,1,,50.29735543464507,100
465,63,0,500,1006.99,6000000,0,5,11,2,3,0,0,2,2,1,2,6,1,7,1,0,0,3,0,43560,4840,4840,33880,11,21,2015,0,,43.21471443169079,250
126,31,2,1000,1328.26,0,1,5,11,8,1,42300,-45800,2,0,2,3,6,2,17,1,0,1,1,0,60840,13520,6760,40560,11,15,2011,0,,45.769826820937965,250
407,55,2,1000,1250.08,5000000,0,6,12,3,5,0,-57700,0,2,2,3,6,0,0,3,0,2,3,1,68160,11360,11360,45440,5,13,2010,0,,54.48092847779519,100
101,27,0,500,982.7,6000000,0,1,13,18,4,30800,-43700,1,1,1,4,4,0,9,1,0,1,0,0,5170,940,470,3760,12,9,2001,0,,5.2556673782657315,500
187,37,1,1000,1412.06,5000000,0,5,10,15,1,60100,0,2,2,2,0,0,5,21,1,0,0,3,0,57700,5770,5770,46160,9,26,2000,0,,40.833368717534995,500
252,46,1,2000,1066.7,0,0,3,5,17,3,0,0,0,0,2,2,5,3,22,3,0,0,2,0,89520,14920,14920,59680,1,4,2014,0,,83.843776341669,500
229,43,1,2000,1585.54,0,1,2,10,15,1,42600,-44400,3,1,1,4,6,2,3,1,0,1,0,1,4620,420,840,3360,13,20,2012,0,,2.9119971762451624,250
246,39,1,1000,1416.08,0,0,3,2,19,2,0,-36600,2,1,1,0,6,4,16,1,1,0,3,0,45180,5020,5020,35140,6,8,2004,0,,31.882462528579897,250
190,38,2,500,1246.03,0,1,3,2,12,4,61900,-50000,2,2,2,2,1,5,14,1,1,0,0,0,45100,9020,4510,31570,9,26,2013,0,,36.165930250274656,250
95,32,1,2000,1356.64,0,1,5,6,9,1,67800,-48600,0,2,2,3,4,6,21,3,1,0,3,1,83160,15120,15120,52920,12,9,2003,0,,61.25335140390678,500
205,42,0,2000,1387.7,4000000,0,2,8,16,2,0,0,2,1,1,3,6,1,19,1,0,2,1,0,86130,15660,15660,54810,3,32,1995,0,,62.02203499675956,100
41,25,2,1000,1004.14,0,1,5,8,17,5,35400,0,0,0,0,1,0,2,13,3,0,1,3,0,48000,9600,4800,33600,4,30,1995,0,,47.75454165588873,100
137,35,2,500,1107.07,0,0,2,10,12,0,0,-45300,3,1,1,3,5,2,21,1,0,0,0,1,3300,600,600,2100,10,1,2008,0,,2.978151199833946,500
194,34,0,500,1429.96,0,0,3,10,2,0,67800,0,0,1,1,0,1,3,11,3,0,1,2,1,57200,11440,5720,40040,12,9,2005,0,,39.973164868340135,100
128,35,1,1000,1074.99,0,0,0,0,3,0,0,-48800,3,1,3,3,5,1,16,1,0,2,0,0,7590,1380,690,5520,0,23,2012,0,,7.053968903056719,250
150,37,2,1000,1007.0,0,0,6,13,2,4,30400,-89400,2,1,2,3,5,0,9,1,0,0,2,0,80080,12320,12320,55440,3,32,2013,0,,79.44444444444444,500
104,30,2,500,1052.85,0,0,4,10,16,2,0,-70100,3,1,1,3,6,5,8,1,0,0,0,1,4800,960,480,3360,2,0,2006,0,,4.554727902452911,100
163,37,1,1000,1200.33,4000000,0,2,2,6,3,0,-36400,3,1,1,3,6,6,7,1,0,2,1,1,3900,390,780,2730,13,20,2008,1,,3.246401904555784,500
80,26,0,1000,1343.0,0,1,5,5,4,2,64600,0,2,0,1,2,4,0,12,1,0,0,0,0,90400,9040,9040,72320,2,0,1995,0,,67.26190476190476,100
65,29,2,2000,1441.6,5000000,0,4,11,11,3,0,0,0,1,1,2,0,1,21,3,1,0,0,0,62900,6290,12580,44030,7,17,1998,0,,43.601830029114105,250
179,32,2,1000,1433.42,6000000,0,0,10,0,3,53800,0,2,1,0,3,0,0,4,1,1,1,2,0,54200,5420,10840,37940,9,35,2014,1,,37.785306953333055,100
372,50,2,2000,1368.57,0,0,4,12,13,2,0,0,0,2,0,3,1,3,18,3,0,2,2,1,51800,5180,10360,36260,0,23,2003,0,,37.822090145082036,500
398,55,2,500,862.19,0,1,2,0,12,4,69400,0,3,1,3,3,4,3,7,1,0,2,3,0,6600,600,1200,4800,0,23,2012,0,,7.646057067389566,250
213,35,2,500,871.46,0,1,4,12,12,0,58500,-77700,2,2,2,1,4,4,13,1,1,2,0,1,74140,13480,6740,53920,5,13,2007,0,,84.97810787887123,250
79,25,2,500,1863.04,0,0,0,8,13,1,53400,-35200,2,0,2,1,5,3,0,1,0,2,1,0,67800,13560,6780,47460,8,7,1995,0,,36.37261002982768,500
232,44,2,2000,1181.64,0,1,1,7,8,5,25800,0,2,1,0,1,1,3,22,1,0,1,1,1,55400,5540,11080,38780,7,17,2002,1,,46.84434823784076,250
230,37,0,1000,1060.74,0,1,6,12,15,3,0,-51500,2,1,0,0,4,1,15,1,1,2,3,0,49100,9820,4910,34370,11,19,1996,1,,46.24484337031665,500
234,41,1,500,951.56,0,0,3,13,18,5,59400,-78600,0,2,0,3,4,5,3,3,0,2,1,0,98280,15120,7560,75600,3,34,2007,1,,103.17460317460318,100
240,40,1,500,1533.71,9000000,0,3,10,14,3,0,-70900,0,1,2,1,5,3,18,2,1,0,2,0,66550,6050,12100,48400,5,13,2008,0,,43.36324126382183,100
143,33,2,1000,1200.09,0,0,0,2,2,4,38400,-5700,0,2,0,1,6,0,17,3,0,2,2,0,70400,14080,7040,49280,0,31,2002,0,,58.61342613792472,500
266,42,1,500,1093.83,4000000,1,0,0,2,2,0,-49600,0,2,0,0,6,6,18,3,0,1,1,0,53280,4440,8880,39960,11,19,2015,1,,48.66508955728287,100
89,32,1,1000,988.93,0,0,2,2,9,4,27600,0,2,0,2,2,1,1,11,1,0,2,3,1,84590,15380,15380,53830,4,27,1999,0,,85.45048639802815,250
229,37,1,1000,1331.94,0,0,5,4,0,1,0,-55400,2,1,2,2,1,1,17,1,0,0,2,1,54560,9920,9920,34720,10,3,2004,0,,40.93207496211382,500
245,40,0,1000,1361.45,0,1,6,5,4,4,39300,0,2,1,1,0,2,3,12,1,1,0,2,1,82170,7470,7470,67230,11,15,1999,0,,60.31047010899482,500
50,44,2,2000,1188.51,0,1,1,5,3,4,0,-65800,0,0,2,3,1,3,15,3,0,1,2,0,61100,6110,12220,42770,4,27,2008,0,,51.36568839269952,250
230,43,1,2000,1101.83,0,1,2,3,6,2,28900,0,0,0,1,3,1,0,0,3,0,0,3,1,51900,5190,10380,36330,2,22,2011,1,,47.06074372296728,500
17,39,0,1000,840.95,0,0,3,0,10,4,32500,-80800,1,1,3,3,4,0,9,1,0,2,1,0,3440,430,430,2580,11,21,2002,0,,4.085753310766672,250
163,36,1,1000,1503.21,0,1,4,7,6,0,55700,-49900,2,2,2,0,6,6,1,1,1,2,1,0,51390,5710,11420,34260,12,11,2013,0,,34.16411272362237,250
29,32,2,1000,1722.5,0,1,2,7,0,5,0,-21500,2,2,0,2,6,1,22,1,0,0,2,0,76900,7690,7690,61520,7,36,1995,0,,44.61850884827386,100
232,42,1,500,944.03,0,1,1,5,11,1,0,-58400,2,1,1,2,6,5,11,1,1,2,3,0,77000,15400,7700,53900,12,18,2015,1,,81.47889484989895,100
235,39,0,2000,1453.61,4000000,1,3,2,19,2,0,0,2,2,0,2,0,2,10,1,0,0,3,0,60320,9280,9280,41760,3,34,2012,1,,41.46815985040664,500
295,46,1,500,1672.88,0,0,2,1,7,5,0,0,2,1,1,1,1,1,5,1,1,1,1,0,60700,12140,6070,42490,6,10,1997,0,,36.26305350443281,100
22,21,1,1000,1248.05,0,0,2,3,12,0,37500,-54000,0,1,2,3,4,0,3,3,1,1,2,0,53280,5920,0,47360,3,25,2015,0,,42.656418878347544,250
286,43,0,500,1564.43,3000000,0,4,9,12,4,77500,-32800,2,1,1,1,1,4,18,1,0,2,2,1,34290,3810,3810,26670,7,17,2013,0,,21.90452463540369,100
257,44,2,1000,1280.88,0,1,4,7,1,2,59400,-32200,2,1,2,2,6,5,21,1,0,0,1,0,46980,0,5220,41760,0,33,2002,0,,36.64929634599182,100
94,26,1,500,722.66,0,1,4,3,4,0,50300,0,0,0,0,1,2,6,6,3,1,1,2,1,36700,3670,7340,25690,9,29,2010,0,,50.714423900726864,100
124,28,2,1000,1235.14,0,1,4,3,4,0,0,-32100,0,2,2,2,2,2,20,3,0,0,1,0,60200,6020,6020,48160,13,28,2012,0,,48.699985438542555,250
141,30,1,1000,1347.04,0,1,2,11,3,3,0,-82100,1,1,1,4,4,3,6,1,0,1,2,1,6480,540,1080,4860,6,10,1996,0,,4.806979021394024,500
3,38,2,1000,1310.8,0,0,5,2,13,4,0,0,2,0,1,1,0,4,20,1,1,0,1,0,87200,17440,8720,61040,6,6,2006,0,,66.47354779692026,500
285,41,0,1000,1436.79,0,0,6,9,17,5,70900,0,2,1,0,1,4,3,23,1,1,2,3,0,108480,18080,18080,72320,13,28,2015,0,,75.44912678485731,100
130,34,2,500,1383.49,3000000,0,5,1,3,2,35100,0,0,2,1,3,0,0,4,3,0,2,3,1,67500,7500,7500,52500,11,19,1996,0,,48.75441498313458,250
458,62,0,2000,1356.92,5000000,1,0,5,0,5,0,0,2,1,0,2,1,0,2,1,0,0,1,1,46980,5220,5220,36540,1,5,1998,0,,34.597030752916226,500
456,60,2,1000,766.19,0,0,0,11,11,0,0,0,1,1,1,3,6,1,6,1,0,0,3,0,5060,460,920,3680,8,12,2007,0,,6.595497855811467,250
